事件ID,date,DPatentN,year,CAR,prov,Lev,lagROA,Cashflow,Growth,Indep,Age,R_D,HIPP,HF,CTO,Dealval,MajorMA,Relevance,DPatent,D_MA,Tar_Patent,Acq_Patent,DPAT_rate,MKT,ind2,CAR5,CAR10,CAR60,CAR90,CAR180,rank,eps,lageps,lag2eps,lag3eps,fweps,fw2eps,fw3eps,fwROA,LagLev,LagCashflow,LagGrowth,LagIndep,LagAge,LagR_D,LagMKT,LagAcq_Patent,Tar_Patent_limit,DPatent_limit,DPatent_ipc,Tar_Patent_ipc,indCAR3,Tar_Patent2,DPatent2,Tar_Patent3,DPatent3,Tar_Patent4,DPatent4,Tar_Patent5,DPatent5,dmanu,dserv,smanu,tmanu,tchem,AI,Security,Cloud,Big_Data,E_Chip,Commu_Network,DPatent_w,Tar_Patent_w,Tar_Patent_w2,DPatent_w2,Tar_Patent_w3,DPatent_w3,Tar_Patent_w4,DPatent_w4,Tar_Patent_w5,DPatent_w5,Tar_Patent_w_lim,DPatent_w_lim,DPatent_w_ipc,Tar_Patent_w_ipc,AI_w,Security_w,Cloud_w,Big_Data_w,E_Chip_w,Commu_Network_w
200000055203.0,2019-04-10,17.0,2019.0,0.17117555,广东省,0.47796595,-0.069716,-0.15180428,1.64685,0.33333334,3.4965076,0.0476,1.0,1.0,0.0,20.970907,1.0,1.0,2.8903718,1.0,2.3978953,4.2195077,0.6296296,14.112757,C27,0.09456947,0.14063223,0.22914799,0.23924325,0.41557154,1.0,-0.0218,-0.2574,0.0702,0.4729,0.3756,-3.26,,0.039647,0.47796595,-0.15180428,1.64685,0.33333334,3.4965076,0.0372,14.446463,0.6931472,2.3978953,2.8903718,1.0986123,3.2580965,0.17091294,2.3978953,2.8903718,2.5649493,2.8903718,2.5649493,2.8903718,2.5649493,2.8903718,0.0,0.0,0.0,0.0,,0.6931472,2.0794415,1.0986123,2.0794415,0.0,0.0,2.8903718,2.3978953,2.3978953,2.8903718,2.5649493,2.8903718,2.5649493,2.8903718,2.5649493,2.8903718,2.3978953,2.8903718,1.0986123,3.2580965,0.6931472,2.0794415,1.0986123,2.0794415,0.0,0.0
200000023727.0,2014-09-19,2.0,2014.0,0.30812377,广东省,0.10060482,0.036693,0.106570445,-0.081551,0.42857143,3.218876,0.0,1.0,0.0,0.0,21.311052,1.0,0.0,1.0986123,1.0,2.4849067,0.0,0.15384616,14.820696,H61,0.4690171,0.6021617,0.7216937,0.7631589,1.6946745,1.0,0.0788,0.0256,0.075,0.2578,0.1889,0.3157,0.1229,0.064758,0.10060482,0.106570445,-0.081551,0.42857143,3.218876,,14.303369,0.0,,,1.0986123,2.4849067,0.30622324,3.1354942,1.0986123,3.218876,1.3862944,3.4339871,2.4849067,3.4339871,2.4849067,0.0,0.0,,1.0,,0.0,0.0,0.0,0.0,0.0,1.0986123,1.0986123,2.4849067,3.1354942,1.0986123,3.218876,1.3862944,3.4339871,2.4849067,3.4339871,2.4849067,,,1.0986123,2.4849067,0.0,0.0,0.0,0.0,0.0,1.0986123
200000031400.0,2015-06-13,0.0,2015.0,0.2634602,北京市,0.11227616,0.011942,0.101921655,0.008977,0.42857143,3.2580965,0.0,0.0,0.0,0.0,21.038044,1.0,1.0,0.0,0.0,0.0,4.1108737,0.0,15.718596,H61,0.3012958,0.4825927,0.38645253,0.5680245,0.25109476,2.0,0.1889,0.0788,0.0256,0.075,0.3157,0.1229,0.1645,0.08331,0.11227616,0.101921655,0.008977,0.42857143,3.2580965,,14.820697,0.0,0.0,0.0,0.0,0.0,0.26628664,0.0,1.3862944,0.0,1.7917595,0.0,1.9459101,1.0986123,1.9459101,0.0,0.0,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3862944,0.0,1.7917595,0.0,1.9459101,1.0986123,1.9459101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200000031401.0,2015-06-13,1.0,2015.0,0.2634602,北京市,0.11227616,0.011942,0.101921655,0.008977,0.42857143,3.2580965,0.0,0.0,0.0,0.0,20.542942,1.0,1.0,0.6931472,1.0,0.0,4.1108737,1.0,15.718596,H61,0.3012958,0.4825927,0.38645253,0.5680245,0.25109476,1.0,0.1889,0.0788,0.0256,0.075,0.3157,0.1229,0.1645,0.08331,0.11227616,0.101921655,0.008977,0.42857143,3.2580965,,14.820697,0.0,0.0,0.6931472,0.6931472,0.0,0.26628664,0.0,0.6931472,0.0,0.6931472,0.0,1.0986123,0.0,1.3862944,0.0,0.0,,1.0,,0.0,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.0,0.0,0.6931472,0.0,0.6931472,0.0,1.0986123,0.0,1.3862944,0.0,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472
200000046733.0,2017-09-19,0.0,2017.0,0.10291088,北京市,0.24658309,0.09006,-0.0068508387,0.448569,0.42857143,3.3322046,0.0729,0.0,1.0,0.0,20.645948,0.0,0.0,0.0,0.0,0.0,3.8066626,0.0,17.08053,C37,0.09004528,0.1486125,0.17019066,0.125237,-0.39646974,1.0,0.1229,0.3157,0.1889,0.0788,0.1645,-0.3208,-0.4958,0.037977,0.24658309,-0.0068508387,0.448569,0.42857143,3.3322046,0.0724,17.161304,3.1780539,0.0,0.0,0.0,0.0,0.08994307,0.0,0.0,1.0986123,1.0986123,1.0986123,1.0986123,1.0986123,1.0986123,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0986123,1.0986123,1.0986123,1.0986123,1.0986123,1.0986123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200000058453.0,2019-05-06,0.0,2019.0,-0.04088468,北京市,0.29250968,0.032338,-0.056425452,0.100376,0.33333334,3.4011974,0.0947,0.0,1.0,0.0,18.968801,0.0,0.0,0.0,0.0,0.0,4.356709,0.0,16.210064,C37,-0.050158907,-0.049883883,-0.021171035,0.03424018,0.20170446,1.0,0.1645,0.1229,0.3157,0.1889,-0.3208,-0.4958,,-0.069531,0.29250968,-0.056425452,0.100376,0.33333334,3.4011974,0.0882,17.020708,3.4339871,0.0,0.0,0.0,0.0,-0.027759077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200000022910.0,2014-08-15,0.0,2014.0,0.27983224,广东省,0.62879777,0.033166,0.005908069,0.032409,0.375,3.1780539,0.0,1.0,0.0,0.0,20.399807,0.0,1.0,0.0,0.0,3.2580965,4.4426513,0.0,16.288153,S90,0.37423196,0.44714752,0.21390902,-0.023971898,-0.1448424,1.0,0.6067,0.3139,0.3541,0.2817,0.1952,0.1504,0.3094,0.0194,0.62879777,0.005908069,0.032409,0.375,3.1780539,0.0129,16.07713,4.1108737,,,0.0,3.2580965,0.09455154,3.7612002,0.0,4.0430512,0.6931472,4.189655,0.6931472,4.394449,0.6931472,0.0,0.0,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2012637,2.674231,0.0,2.9445229,0.27873492,3.0862448,0.27873492,3.2852836,0.27873492,,,0.0,2.2012637,0.0,0.0,0.0,0.0,0.0,0.0
200000031004.0,2015-05-19,0.0,2015.0,0.27866402,北京市,0.31412843,-0.082225,-0.15007031,-0.364488,0.4,3.295837,0.0,0.0,1.0,0.0,21.230083,1.0,1.0,0.0,0.0,0.0,0.0,0.0,15.286081,C35,0.3334102,0.6262113,0.67697656,0.5766636,1.1226904,1.0,0.0244,-0.1281,0.0065,0.0244,0.0475,-1.2807,-0.8861,0.008022,0.31412843,-0.15007031,-0.364488,0.4,3.295837,,15.321918,0.0,0.0,0.0,0.0,0.0,0.2128053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200000042489.0,2017-01-24,0.0,2017.0,0.017388787,广东省,0.54472095,0.007765,-0.016691735,0.100431,0.36363637,3.3672957,0.0,1.0,1.0,0.0,17.727533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.656803,E48,0.04097111,-0.0914971,-0.16889124,-0.35047263,-0.06468916,1.0,-1.2807,0.0475,0.0244,-0.1281,-0.8861,0.1538,0.0931,-0.221953,0.54472095,-0.016691735,0.100431,0.36363637,3.3672957,,15.929418,0.0,0.0,0.0,0.0,0.0,0.019590039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200000048224.0,2017-12-16,0.0,2017.0,0.05161277,广东省,0.54472095,0.007765,-0.016691735,0.100431,0.36363637,3.3672957,0.0,1.0,1.0,0.0,19.677408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.656803,E48,0.04984426,0.07337087,0.05009861,-0.080540076,0.7299914,1.0,-0.8861,-1.2807,0.0475,0.0244,0.1538,0.0931,0.0479,0.029389,0.54472095,-0.016691735,0.100431,0.36363637,3.3672957,,15.929418,0.0,,,0.0,0.0,0.06162494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200000057260.0,2019-08-21,0.0,2019.0,0.118072696,广东省,0.8195049,-0.227803,-0.07284195,-0.544245,0.4,3.4339871,0.006,1.0,1.0,0.0,18.9848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.79861,E48,0.049289525,-0.029070295,0.0152913835,0.0035344332,0.30749783,1.0,0.1538,-0.8861,-1.2807,0.0475,0.0931,0.0479,,0.021558,0.8195049,-0.07284195,-0.544245,0.4,3.4339871,,15.306978,2.8903718,,,0.0,0.0,0.116268635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200000054397.0,2019-02-11,0.0,2019.0,0.0072960947,广东省,0.4259307,0.105705,0.19305085,-0.040435,0.33333334,3.583519,0.0,1.0,1.0,0.0,20.045992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.394587,K70,0.0052861823,-0.062149692,-0.06931772,-0.1599227,-0.19044231,1.0,1.2452,0.9944,1.0453,0.5954,1.2271,1.6557,,0.05991,0.4259307,0.19305085,-0.040435,0.33333334,3.583519,,15.9983425,0.0,0.0,0.0,0.0,0.0,0.013690643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200000045923.0,2017-06-30,15.0,2017.0,0.07689648,广东省,0.8075465,0.005854,-0.056378186,0.103515,0.42857143,3.6109178,0.0094,1.0,1.0,0.0,20.192238,0.0,0.0,2.7725887,1.0,1.609438,5.267858,0.7894737,15.7896805,C39,0.11492279,0.07982673,0.14573248,0.31864345,0.3851227,1.0,2.1125,0.0383,-0.5298,0.0503,0.2777,0.1391,0.2243,0.02027,0.8075465,-0.056378186,0.103515,0.42857143,3.6109178,0.0125,16.216433,5.1059456,,,2.7725887,1.609438,0.08099863,1.9459101,3.583519,2.1972246,3.7841897,2.1972246,3.7841897,2.1972246,3.8286414,1.0,0.0,,,,0.6931472,0.0,0.0,0.0,1.609438,2.3978953,1.5260563,0.6729445,0.89199823,2.2407095,1.0715836,2.4265711,1.0715836,2.4265711,1.0715836,2.4680996,,,1.5260563,0.6729445,0.21511137,0.0,0.0,0.0,0.6729445,1.2237754
200000049604.0,2018-03-24,20.0,2018.0,-0.01718252,广东省,0.10018149,-0.054473,-0.08867322,0.155017,0.33333334,3.2580965,0.0278,1.0,1.0,0.0,22.494064,1.0,1.0,3.0445225,1.0,1.609438,2.0794415,0.8333333,15.503233,C15,-0.07952766,-0.07667549,0.06457955,0.044068724,-0.009225829,1.0,0.2784,-0.1233,0.1996,-0.1427,0.3336,0.3503,0.3786,0.056755,0.10018149,-0.08867322,0.155017,0.33333334,3.2580965,0.0284,15.694987,1.0986123,1.609438,3.0445225,3.0445225,1.609438,-0.017091235,1.609438,3.0445225,2.8332133,3.218876,3.4965076,3.218876,3.8066626,3.3672957,0.0,0.0,0.0,0.0,,2.1972246,0.0,0.0,0.0,0.0,2.5649493,3.0445225,1.609438,1.609438,3.0445225,2.8332133,3.218876,3.4965076,3.218876,3.8066626,3.3672957,1.609438,3.0445225,3.0445225,1.609438,2.1972246,0.0,0.0,0.0,0.0,2.5649493
200000029960.0,2015-03-18,0.0,2015.0,0.14163287,广东省,0.6499049,0.011396,-0.006857355,0.093396,0.33333334,3.0910425,0.0092,1.0,0.0,0.0,18.599945,0.0,1.0,0.0,0.0,0.0,4.248495,0.0,16.172928,C39,0.06089585,0.10717532,0.4334246,0.49530217,0.5067345,1.0,0.1228,0.1091,0.108,0.0064,0.1521,0.3901,0.3843,0.019095,0.6499049,-0.006857355,0.093396,0.33333334,3.0910425,,15.865556,3.7376697,,,0.0,0.0,0.101124115,0.0,0.0,0.0,0.0,0.6931472,0.0,0.6931472,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35767445,0.0,0.35767445,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200000033100.0,2015-06-03,0.0,2015.0,0.22592197,广东省,0.6499049,0.011396,-0.006857355,0.093396,0.33333334,3.0910425,0.0092,1.0,0.0,0.0,20.347187,0.0,0.0,0.0,0.0,0.0,4.248495,0.0,16.172928,C39,0.21127316,0.23256949,0.052524213,0.13126622,-0.023467518,2.0,0.1228,0.1091,0.108,0.0064,0.1521,0.3901,0.3843,0.019095,0.6499049,-0.006857355,0.093396,0.33333334,3.0910425,,15.865556,3.7376697,0.0,0.0,0.0,0.0,0.20550175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200000047516.0,2017-10-31,0.0,2017.0,-0.003826278,广东省,0.5920676,0.023655,0.045230463,0.016903,0.33333334,3.1780539,0.004,1.0,0.0,0.0,15.67801,0.0,0.0,0.0,0.0,0.0,4.3438053,0.0,17.120052,D44,-0.013848854,-0.035631802,-0.07013745,-0.022827432,0.057596907,1.0,0.1807,0.2132,0.3548,0.519,0.4614,0.897,0.4434,0.019031,0.5920676,0.045230463,0.016903,0.33333334,3.1780539,0.003,17.47629,4.1108737,,,0.0,0.0,0.010401471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200000036575.0,2016-03-10,0.0,2016.0,-0.05813441,广东省,0.57888275,0.060455,0.07928214,0.085112,0.33333334,3.1354942,0.0028,1.0,1.0,0.0,21.803574,1.0,1.0,0.0,0.0,0.0,2.6390574,0.0,16.828957,F51,-0.024245141,0.06784277,-0.03025156,0.102783054,-0.022267405,2.0,3.5349,2.1712,1.8472,1.854,2.7019,3.1496,3.4668,0.05177,0.57888275,0.07928214,0.085112,0.33333334,3.1354942,0.0034,16.502592,2.0794415,0.0,0.0,0.0,0.0,-0.06302028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200000036577.0,2016-03-10,0.0,2016.0,-0.05813441,广东省,0.57888275,0.060455,0.07928214,0.085112,0.33333334,3.1354942,0.0028,1.0,1.0,0.0,20.140581,1.0,1.0,0.0,0.0,0.0,2.6390574,0.0,16.828957,F51,-0.024245141,0.06784277,-0.03025156,0.102783054,-0.022267405,1.0,3.5349,2.1712,1.8472,1.854,2.7019,3.1496,3.4668,0.05177,0.57888275,0.07928214,0.085112,0.33333334,3.1354942,0.0034,16.502592,2.0794415,0.0,0.0,0.0,0.0,-0.06302028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230000000229.0,2011-08-10,0.0,2011.0,0.13094774,广东省,29.453997,-6.713941,0.0027219534,-0.20152,0.42857143,2.8903718,0.0,1.0,1.0,0.0,22.192104,1.0,1.0,0.0,0.0,3.8066626,3.3322046,0.0,14.629457,C41,0.14763984,0.527933,0.2910424,-0.18292597,-0.21760483,1.0,0.4546,-0.0128,5.0484,-1.348,0.5178,0.4059,0.5232,0.092477,29.453997,0.0027219534,-0.20152,0.42857143,2.8903718,,14.470887,3.583519,3.8066626,0.0,0.0,3.8066626,0.13212939,4.0430512,0.0,4.4308167,0.0,4.4308167,0.0,4.4308167,0.0,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8066626,4.0430512,0.0,4.4308167,0.0,4.4308167,0.0,4.4308167,0.0,3.8066626,0.0,0.0,3.8066626,0.0,0.0,0.0,0.0,0.0,0.0
200000049728.0,2018-03-31,0.0,2018.0,-0.057653636,广东省,0.84495896,0.025321,0.022676725,-0.220959,0.33333334,3.218876,0.0,1.0,1.0,0.0,23.393755,1.0,1.0,0.0,0.0,0.0,2.7725887,0.0,16.49034,K70,-0.093313485,-0.03579955,-0.017642846,0.0294164,0.18056907,1.0,0.8645,1.1051,0.9565,0.7352,0.2619,0.179,,0.005617,0.84495896,0.022676725,-0.220959,0.33333334,3.218876,,16.599194,2.4849067,0.0,0.0,0.0,0.0,-0.0532944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200000024821.0,2014-11-18,2.0,2014.0,0.33776397,广东省,0.32394958,0.009401,-0.03636419,0.071572,0.33333334,3.0445225,0.016,1.0,1.0,0.0,20.214994,1.0,1.0,1.0986123,1.0,1.609438,2.944439,0.33333334,14.51808,C39,0.41218573,0.27079126,-0.071151294,-0.092774205,-0.13556007,3.0,0.1406,0.4117,0.0645,0.7686,0.1084,0.0309,0.2705,0.0234,0.32394958,-0.03636419,0.071572,0.33333334,3.0445225,0.0258,14.3460865,3.0910425,1.609438,1.0986123,1.0986123,1.609438,0.3381123,1.9459101,1.9459101,2.1972246,1.9459101,2.5649493,2.1972246,2.944439,2.3978953,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.0986123,1.0986123,1.609438,1.9459101,1.9459101,2.1972246,1.9459101,2.5649493,2.1972246,2.944439,2.3978953,1.609438,1.0986123,1.0986123,1.609438,0.0,0.0,0.0,0.0,0.0,1.0986123
200000024823.0,2014-11-18,0.0,2014.0,0.33776397,广东省,0.32394958,0.009401,-0.03636419,0.071572,0.33333334,3.0445225,0.016,1.0,1.0,0.0,17.949707,1.0,1.0,0.0,0.0,0.0,2.944439,0.0,14.51808,C39,0.41218573,0.27079126,-0.071151294,-0.092774205,-0.13556007,2.0,0.1406,0.4117,0.0645,0.7686,0.1084,0.0309,0.2705,0.0234,0.32394958,-0.03636419,0.071572,0.33333334,3.0445225,0.0258,14.3460865,3.0910425,0.0,0.0,0.0,0.0,0.3381123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200000024824.0,2014-11-18,0.0,2014.0,0.33776397,广东省,0.32394958,0.009401,-0.03636419,0.071572,0.33333334,3.0445225,0.016,1.0,1.0,0.0,19.313107,1.0,1.0,0.0,0.0,0.0,2.944439,0.0,14.51808,C39,0.41218573,0.27079126,-0.071151294,-0.092774205,-0.13556007,1.0,0.1406,0.4117,0.0645,0.7686,0.1084,0.0309,0.2705,0.0234,0.32394958,-0.03636419,0.071572,0.33333334,3.0445225,0.0258,14.3460865,3.0910425,0.0,0.0,0.0,0.0,0.3381123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200000059650.0,2020-01-22,0.0,2020.0,-0.004665141,广东省,0.29202592,0.070194,0.031458247,-0.06219,0.33333334,3.295837,0.0167,1.0,1.0,0.0,22.728651,1.0,1.0,0.0,0.0,0.0,2.3025851,0.0,15.584976,F51,-0.11947683,-0.027447559,0.16126287,0.15889056,-0.04668482,1.0,0.9729,0.4573,0.3818,0.2705,,,,,0.29202592,0.031458247,-0.06219,0.33333334,3.295837,0.0201,14.880498,2.3978953,0.0,0.0,0.0,0.0,-0.051783223,1.0986123,0.0,1.0986123,0.0,1.0986123,0.0,1.0986123,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0986123,0.0,1.0986123,0.0,1.0986123,0.0,1.0986123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200000032442.0,2015-08-08,0.0,2015.0,0.14611357,广东省,0.6412214,0.146381,-0.060981367,-0.045029,0.42857143,3.0910425,0.0098,1.0,0.0,0.0,22.112057,1.0,1.0,0.0,0.0,0.6931472,0.0,0.0,14.711002,S90,0.013291033,0.12796853,0.77363354,0.6335948,1.2270106,1.0,0.6158,0.0597,0.1717,0.0468,1.1057,0.7889,1.0728,0.029794,0.6412214,-0.060981367,-0.045029,0.42857143,3.0910425,,14.2256775,0.0,0.6931472,0.0,0.0,0.6931472,0.1608001,2.4849067,2.3025851,2.4849067,2.3025851,2.4849067,2.3025851,2.4849067,2.3025851,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,2.4849067,2.3025851,2.4849067,2.3025851,2.4849067,2.3025851,2.4849067,2.3025851,0.6931472,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0
200000038430.0,2016-06-22,0.0,2016.0,-0.04181622,广东省,0.5825973,0.046969,-0.03013863,-0.10017,0.42857143,3.1354942,0.0057,1.0,1.0,0.0,15.515063,0.0,1.0,0.0,0.0,0.0,3.5553482,0.0,16.118631,S90,0.07571854,0.13853563,0.18441056,0.11113152,-0.450384,2.0,0.6158,0.0597,0.1717,0.0468,1.1057,0.7889,1.0728,0.029794,0.5825973,-0.03013863,-0.10017,0.42857143,3.1354942,0.0098,14.711002,0.0,,,0.0,0.0,-0.05551038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200000047434.0,2017-10-27,1.0,2017.0,0.14071307,广东省,0.8444182,0.046071,0.020301618,87.483665,0.42857143,3.1780539,0.0,1.0,1.0,0.0,19.34494,0.0,0.0,0.6931472,1.0,0.0,3.0910425,1.0,16.496454,F51,0.05452451,-0.110097796,-0.24935105,-0.07516353,-0.26800603,1.0,1.1057,0.6158,0.0597,0.1717,0.7889,1.0728,0.9462,0.019858,0.8444182,0.020301618,87.483665,0.42857143,3.1780539,0.0057,16.118631,3.5553482,0.0,0.6931472,0.0,0.6931472,0.14897487,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.0,,0.0,,0.6931472,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.6931472,0.0,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.0
200000016466.0,2013-09-18,0.0,2013.0,-0.025419092,广东省,7.034338,-1.347002,-1.2829672,16.342714,0.42857143,2.944439,0.0,1.0,1.0,0.0,21.311052,1.0,1.0,0.0,0.0,0.6931472,0.0,0.0,,C39,-0.10222787,-0.100505024,-0.15322383,-0.21121068,-0.5290621,1.0,0.4914,5.9885,-3.3662,-0.1454,0.6407,0.5944,0.6314,0.051874,7.034338,-1.2829672,16.342714,0.42857143,2.944439,,14.423961,0.0,,,0.0,0.6931472,-0.035912722,3.637586,0.0,3.637586,0.0,3.637586,0.0,3.637586,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,3.637586,0.0,3.637586,0.0,3.637586,0.0,3.637586,0.0,,,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0
200000045467.0,2017-07-13,0.0,2017.0,-0.027428782,江苏省,0.65617007,0.040726,0.03758865,0.18791,0.42857143,3.1354942,0.0209,1.0,0.0,0.0,17.05419,0.0,0.0,0.0,0.0,0.0,4.787492,0.0,16.025518,N77,-0.06529073,-0.079280466,-0.50811523,-0.30354318,-0.18148929,1.0,0.6314,0.5944,0.6407,0.4914,0.6241,2.1606,2.3261,0.025236,0.65617007,0.03758865,0.18791,0.42857143,3.1354942,0.0413,16.067427,4.4188404,0.0,0.0,0.0,0.0,-0.014752944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200000048549.0,2017-12-27,0.0,2017.0,-0.30856857,江苏省,0.65617007,0.040726,0.03758865,0.18791,0.42857143,3.1354942,0.0209,1.0,0.0,0.0,22.907291,1.0,1.0,0.0,0.0,0.0,4.787492,0.0,16.025518,N77,-0.37530923,-0.3850527,-0.18032102,-0.14965364,-0.22923958,1.0,2.1606,0.6241,0.6314,0.5944,2.3261,2.4371,,0.016446,0.65617007,0.03758865,0.18791,0.42857143,3.1354942,0.0413,16.067427,4.4188404,0.0,0.0,0.0,0.0,-0.29527992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
